"Bus","No","Time (abs)","State","ID (hex)","DLC","Data (hex)","ASCII"
"USB-to-CAN V2 compact  CAN-1","26,972","00:01:10.085","  E   "," 8FE6E0B","8","08 18 DC 17 34 18 2A 18","....4.*."
"USB-to-CAN V2 compact  CAN-1","26,973","00:01:10.085","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,974","00:01:10.086","  E   "," CF00300","8","FC 66 FF FF FF FF FF FF",".f......"
"USB-to-CAN V2 compact  CAN-1","26,975","00:01:10.086","  E   ","18FF20EF","8","F1 8D B4 25 8D EF FF 4B","...%...K"
"USB-to-CAN V2 compact  CAN-1","26,976","00:01:10.095","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,977","00:01:10.095","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","26,978","00:01:10.096","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,979","00:01:10.097","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 74","..}....t"
"USB-to-CAN V2 compact  CAN-1","26,980","00:01:10.103","  E   "," C00000B","8","30 FF FF FA FF FF FF 14","0......."
"USB-to-CAN V2 compact  CAN-1","26,981","00:01:10.104","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,982","00:01:10.105","  E   "," 8FE6E0B","8","14 18 08 18 28 18 34 18","....(.4."
"USB-to-CAN V2 compact  CAN-1","26,983","00:01:10.106","  E   ","18FEBF0B","8","0E 18 7D 7D 7E 7F FF FF","..}}~.."
"USB-to-CAN V2 compact  CAN-1","26,984","00:01:10.107","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","26,985","00:01:10.109","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,986","00:01:10.111","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,987","00:01:10.115","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,988","00:01:10.119","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,989","00:01:10.125","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,990","00:01:10.125","  E   "," 8FE6E0B","8","2C 18 FE 17 48 18 42 18",",...H.B."
"USB-to-CAN V2 compact  CAN-1","26,991","00:01:10.136","  E   "," CF00400","8","FF A5 8D 80 4B FF FF FF","....K..."
"USB-to-CAN V2 compact  CAN-1","26,992","00:01:10.136","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,993","00:01:10.137","  E   "," CF00300","8","FC 66 FF FF FF FF FF FF",".f......"
"USB-to-CAN V2 compact  CAN-1","26,994","00:01:10.137","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","26,995","00:01:10.138","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","26,996","00:01:10.138","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","26,997","00:01:10.139","  E   ","18FEF100","8","F3 28 18 0F FF FF FF FF",".(......"
"USB-to-CAN V2 compact  CAN-1","26,998","00:01:10.140","  E   ","18FF20EF","8","F1 8D C4 25 8D EF FF 4B","...%...K"
"USB-to-CAN V2 compact  CAN-1","26,999","00:01:10.144","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,000","00:01:10.145","  E   "," 8FE6E0B","8","0C 18 12 18 48 18 38 18","....H.8."
"USB-to-CAN V2 compact  CAN-1","27,001","00:01:10.146","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,002","00:01:10.155","  E   ","18FEBF0B","8","29 18 7D 7D 7E 7D FF FF",").}}~}.."
"USB-to-CAN V2 compact  CAN-1","27,003","00:01:10.156","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,004","00:01:10.165","  E   "," 8FE6E0B","8","26 18 3E 18 46 18 34 18","&.>.F.4."
"USB-to-CAN V2 compact  CAN-1","27,005","00:01:10.166","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,006","00:01:10.175","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,007","00:01:10.185","  E   "," 8FE6E0B","8","16 18 1E 18 5C 18 46 18","....\.F."
"USB-to-CAN V2 compact  CAN-1","27,008","00:01:10.185","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,009","00:01:10.186","  E   "," CF00300","8","FC 66 FF FF FF FF FF FF",".f......"
"USB-to-CAN V2 compact  CAN-1","27,010","00:01:10.186","  E   ","18FF20EF","8","F1 8D D8 25 8D EF FF 4B","...%...K"
"USB-to-CAN V2 compact  CAN-1","27,011","00:01:10.194","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,012","00:01:10.195","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,013","00:01:10.196","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,014","00:01:10.197","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 05","..}....."
"USB-to-CAN V2 compact  CAN-1","27,015","00:01:10.203","  E   "," C00000B","8","30 FF FF FA FF FF FF 25","0......%"
"USB-to-CAN V2 compact  CAN-1","27,016","00:01:10.205","  E   "," 8FE6E0B","8","32 18 4C 18 4A 18 40 18","2.L.J.@."
"USB-to-CAN V2 compact  CAN-1","27,017","00:01:10.205","  E   ","18FEBF0B","8","3F 18 7D 7D 7D 7D FF FF","?.}}}}.."
"USB-to-CAN V2 compact  CAN-1","27,018","00:01:10.206","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,019","00:01:10.207","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,020","00:01:10.209","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,021","00:01:10.211","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,022","00:01:10.216","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,023","00:01:10.219","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,024","00:01:10.225","  E   "," 8FE6E0B","8","40 18 5C 18 5E 18 48 18","@.\.^.H."
"USB-to-CAN V2 compact  CAN-1","27,025","00:01:10.226","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,026","00:01:10.236","  E   "," CF00400","8","FF A5 8D D8 4B FF FF FF","....K..."
"USB-to-CAN V2 compact  CAN-1","27,027","00:01:10.237","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,028","00:01:10.238","  E   "," CF00300","8","FC 65 FF FF FF FF FF FF",".e......"
"USB-to-CAN V2 compact  CAN-1","27,029","00:01:10.238","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,030","00:01:10.239","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","27,031","00:01:10.239","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,032","00:01:10.240","  E   ","18FE5127","8","7C FF FF FF FF FF FF FF","|......."
"USB-to-CAN V2 compact  CAN-1","27,033","00:01:10.240","  E   ","18FEDF00","8","7D FF FF FF FF FF FF FF","}......."
"USB-to-CAN V2 compact  CAN-1","27,034","00:01:10.241","  E   ","18FEDFEF","8","7D FF FF FF 7D FF FF FF","}...}..."
"USB-to-CAN V2 compact  CAN-1","27,035","00:01:10.242","  E   ","18FEF100","8","F3 45 18 0F FF FF FF FF",".E......"
"USB-to-CAN V2 compact  CAN-1","27,036","00:01:10.242","  E   ","18FF20EF","8","F1 8D F0 25 8D EF FF 4B","...%...K"
"USB-to-CAN V2 compact  CAN-1","27,037","00:01:10.245","  E   "," 8FE6E0B","8","18 18 48 18 68 18 4E 18","..H.h.N."
"USB-to-CAN V2 compact  CAN-1","27,038","00:01:10.245","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,039","00:01:10.246","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,040","00:01:10.255","  E   ","18FEBF0B","8","49 18 7C 7E 7E 7D FF FF","I.|~~}.."
"USB-to-CAN V2 compact  CAN-1","27,041","00:01:10.255","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,042","00:01:10.265","  E   "," 8FE6E0B","8","46 18 74 18 54 18 50 18","F.t.T.P."
"USB-to-CAN V2 compact  CAN-1","27,043","00:01:10.265","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,044","00:01:10.275","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,045","00:01:10.284","  E   "," CF00300","8","FC 63 FF FF FF FF FF FF",".c......"
"USB-to-CAN V2 compact  CAN-1","27,046","00:01:10.285","  E   "," 8FE6E0B","8","40 18 60 18 68 18 64 18","@.`.h.d."
"USB-to-CAN V2 compact  CAN-1","27,047","00:01:10.285","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,048","00:01:10.286","  E   ","18FF20EF","8","F1 8D 04 26 8C EF FF 4B","...&...K"
"USB-to-CAN V2 compact  CAN-1","27,049","00:01:10.296","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,050","00:01:10.296","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,051","00:01:10.297","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 16","..}....."
"USB-to-CAN V2 compact  CAN-1","27,052","00:01:10.297","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,053","00:01:10.303","  E   "," C00000B","8","30 FF FF FA FF FF FF 36","0......6"
"USB-to-CAN V2 compact  CAN-1","27,054","00:01:10.305","  E   "," 8FE6E0B","8","3E 18 5E 18 6C 18 66 18",">.^.l.f."
"USB-to-CAN V2 compact  CAN-1","27,055","00:01:10.305","  E   ","18FEBF0B","8","4E 18 7C 7E 7E 7E FF FF","N.|~~~.."
"USB-to-CAN V2 compact  CAN-1","27,056","00:01:10.306","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,057","00:01:10.307","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,058","00:01:10.309","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,059","00:01:10.311","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,060","00:01:10.316","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,061","00:01:10.319","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,062","00:01:10.325","  E   "," 8FE6E0B","8","54 18 80 18 6E 18 58 18","T...n.X."
"USB-to-CAN V2 compact  CAN-1","27,063","00:01:10.326","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,064","00:01:10.336","  E   "," CF00400","8","FF A4 8C 38 4C FF FF FF","...8L..."
"USB-to-CAN V2 compact  CAN-1","27,065","00:01:10.337","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,066","00:01:10.337","  E   "," CF00300","8","FC 63 FF FF FF FF FF FF",".c......"
"USB-to-CAN V2 compact  CAN-1","27,067","00:01:10.338","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,068","00:01:10.338","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","27,069","00:01:10.339","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,070","00:01:10.340","  E   ","18FEF100","8","F3 63 18 0F FF FF FF FF",".c......"
"USB-to-CAN V2 compact  CAN-1","27,071","00:01:10.340","  E   ","18FF20EF","8","F1 8C 1C 26 8C EF FF 4B","...&...K"
"USB-to-CAN V2 compact  CAN-1","27,072","00:01:10.345","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,073","00:01:10.345","  E   "," 8FE6E0B","8","36 18 68 18 76 18 68 18","6.h.v.h."
"USB-to-CAN V2 compact  CAN-1","27,074","00:01:10.346","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,075","00:01:10.355","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,076","00:01:10.355","  E   ","18FEBF0B","8","64 18 7C 7E 7D 7D FF FF","d.|~}}.."
"USB-to-CAN V2 compact  CAN-1","27,077","00:01:10.364","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,078","00:01:10.365","  E   "," 8FE6E0B","8","54 18 5A 18 62 18 74 18","T.Z.b.t."
"USB-to-CAN V2 compact  CAN-1","27,079","00:01:10.376","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,080","00:01:10.385","  E   "," 8FE6E0B","8","6C 18 74 18 76 18 72 18","l.t.v.r."
"USB-to-CAN V2 compact  CAN-1","27,081","00:01:10.385","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,082","00:01:10.386","  E   "," CF00300","8","FC 61 FF FF FF FF FF FF",".a......"
"USB-to-CAN V2 compact  CAN-1","27,083","00:01:10.386","  E   ","18FF20EF","8","F1 8C 30 26 8C EF FF 4B","..0&...K"
"USB-to-CAN V2 compact  CAN-1","27,084","00:01:10.395","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,085","00:01:10.395","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,086","00:01:10.396","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,087","00:01:10.397","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 27","..}....'"
"USB-to-CAN V2 compact  CAN-1","27,088","00:01:10.403","  E   "," C00000B","8","30 FF FF FA FF FF FF 47","0......G"
"USB-to-CAN V2 compact  CAN-1","27,089","00:01:10.404","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,090","00:01:10.405","  E   "," 8FE6E0B","8","4C 18 42 18 7A 18 6C 18","L.B.z.l."
"USB-to-CAN V2 compact  CAN-1","27,091","00:01:10.406","  E   ","18FEBF0B","8","47 18 7D 7D 80 7F FF FF","G.}}..."
"USB-to-CAN V2 compact  CAN-1","27,092","00:01:10.407","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,093","00:01:10.409","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,094","00:01:10.411","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,095","00:01:10.415","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,096","00:01:10.419","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,097","00:01:10.425","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,098","00:01:10.425","  E   "," 8FE6E0B","8","5A 18 56 18 78 18 7A 18","Z.V.x.z."
"USB-to-CAN V2 compact  CAN-1","27,099","00:01:10.435","  E   "," CF00400","8","FF A4 8C 80 4C FF FF FF","....L..."
"USB-to-CAN V2 compact  CAN-1","27,100","00:01:10.435","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,101","00:01:10.436","  E   "," CF00300","8","FC 61 FF FF FF FF FF FF",".a......"
"USB-to-CAN V2 compact  CAN-1","27,102","00:01:10.436","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,103","00:01:10.437","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","27,104","00:01:10.437","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,105","00:01:10.438","  E   ","18FEF100","8","F3 7A 18 0F FF FF FF FF",".z......"
"USB-to-CAN V2 compact  CAN-1","27,106","00:01:10.439","  E   ","18FF20EF","8","F1 8C 40 26 8C EF FF 4B","..@&...K"
"USB-to-CAN V2 compact  CAN-1","27,107","00:01:10.445","  E   "," 8FE6E0B","8","6A 18 56 18 80 18 90 18","j.V....."
"USB-to-CAN V2 compact  CAN-1","27,108","00:01:10.445","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,109","00:01:10.446","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,110","00:01:10.455","  E   ","18FEBF0B","8","5F 18 7E 7C 7E 7F FF FF","_.~|~.."
"USB-to-CAN V2 compact  CAN-1","27,111","00:01:10.455","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,112","00:01:10.465","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,113","00:01:10.465","  E   "," 8FE6E0B","8","62 18 40 18 6A 18 7E 18","b.@.j.~."
"USB-to-CAN V2 compact  CAN-1","27,114","00:01:10.476","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,115","00:01:10.485","  E   "," 8FE6E0B","8","7C 18 52 18 8C 18 82 18","|.R....."
"USB-to-CAN V2 compact  CAN-1","27,116","00:01:10.485","  E   "," CF00300","8","FC 60 FF FF FF FF FF FF",".`......"
"USB-to-CAN V2 compact  CAN-1","27,117","00:01:10.486","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,118","00:01:10.486","  E   ","18FE5127","8","7C FF FF FF FF FF FF FF","|......."
"USB-to-CAN V2 compact  CAN-1","27,119","00:01:10.487","  E   ","18FEDF00","8","7D FF FF FF FF FF FF FF","}......."
"USB-to-CAN V2 compact  CAN-1","27,120","00:01:10.488","  E   ","18FEDFEF","8","7D FF FF FF 7D FF FF FF","}...}..."
"USB-to-CAN V2 compact  CAN-1","27,121","00:01:10.488","  E   ","18FF20EF","8","F1 8C 50 26 8C EF FF 4B","..P&...K"
"USB-to-CAN V2 compact  CAN-1","27,122","00:01:10.495","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,123","00:01:10.495","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,124","00:01:10.496","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,125","00:01:10.497","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 20","..}.... "
"USB-to-CAN V2 compact  CAN-1","27,126","00:01:10.503","  E   "," C00000B","8","30 FF FF FA FF FF FF 30","0......0"
"USB-to-CAN V2 compact  CAN-1","27,127","00:01:10.505","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,128","00:01:10.505","  E   "," 8FE6E0B","8","60 18 48 18 88 18 90 18","`.H....."
"USB-to-CAN V2 compact  CAN-1","27,129","00:01:10.506","  E   ","18FEBF0B","8","54 18 7D 7D 80 80 FF FF","T.}}...."
"USB-to-CAN V2 compact  CAN-1","27,130","00:01:10.507","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,131","00:01:10.509","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,132","00:01:10.511","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,133","00:01:10.515","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,134","00:01:10.519","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,135","00:01:10.525","  E   "," 8FE6E0B","8","68 18 52 18 88 18 8E 18","h.R....."
"USB-to-CAN V2 compact  CAN-1","27,136","00:01:10.525","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,137","00:01:10.536","  E   "," CF00400","8","FF A3 8C B8 4C FF FF FF","....L..."
"USB-to-CAN V2 compact  CAN-1","27,138","00:01:10.536","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,139","00:01:10.537","  E   "," CF00300","8","FC 60 FF FF FF FF FF FF",".`......"
"USB-to-CAN V2 compact  CAN-1","27,140","00:01:10.537","  E   "," CFEC1EE","8","B1 84 4B 00 81 11 08 00","..K....."
"USB-to-CAN V2 compact  CAN-1","27,141","00:01:10.538","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,142","00:01:10.539","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","27,143","00:01:10.539","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,144","00:01:10.540","  E   ","18FEF100","8","F3 8C 18 0F FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,145","00:01:10.540","  E   ","18FF20EF","8","F1 8C 5C 26 8C EF FF 4B","..\&...K"
"USB-to-CAN V2 compact  CAN-1","27,146","00:01:10.545","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,147","00:01:10.545","  E   "," 8FE6E0B","8","70 18 6E 18 A2 18 90 18","p.n....."
"USB-to-CAN V2 compact  CAN-1","27,148","00:01:10.546","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,149","00:01:10.554","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,150","00:01:10.555","  E   ","18FEBF0B","8","57 18 7D 7D 81 80 FF FF","W.}}...."
"USB-to-CAN V2 compact  CAN-1","27,151","00:01:10.565","  E   "," 8FE6E0B","8","70 18 60 18 9C 18 8E 18","p.`....."
"USB-to-CAN V2 compact  CAN-1","27,152","00:01:10.566","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,153","00:01:10.575","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,154","00:01:10.585","  E   "," CF00300","8","FC 5E FF FF FF FF FF FF",".^......"
"USB-to-CAN V2 compact  CAN-1","27,155","00:01:10.585","  E   "," 8FE6E0B","8","74 18 7A 18 AC 18 94 18","t.z....."
"USB-to-CAN V2 compact  CAN-1","27,156","00:01:10.586","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,157","00:01:10.586","  E   ","18FF20EF","8","F1 8C 6C 26 8C EF FF 4B","..l&...K"
"USB-to-CAN V2 compact  CAN-1","27,158","00:01:10.596","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,159","00:01:10.596","  E   ","18ECFF00","8","20 1C 00 04 FF E3 FE 00"," ......."
"USB-to-CAN V2 compact  CAN-1","27,160","00:01:10.597","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 31","..}....1"
"USB-to-CAN V2 compact  CAN-1","27,161","00:01:10.597","  E   ","18ECFF10","8","20 13 00 03 FF E1 FE 00"," ......."
"USB-to-CAN V2 compact  CAN-1","27,162","00:01:10.598","  E   ","18ECFFEF","8","20 23 00 05 FF E3 FE 00"," #......"
"USB-to-CAN V2 compact  CAN-1","27,163","00:01:10.599","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","27,164","00:01:10.599","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,165","00:01:10.603","  E   "," C00000B","8","30 FF FF FA FF FF FF 41","0......A"
"USB-to-CAN V2 compact  CAN-1","27,166","00:01:10.605","  E   "," 8FE6E0B","8","80 18 88 18 96 18 9C 18","........"
"USB-to-CAN V2 compact  CAN-1","27,167","00:01:10.605","  E   ","18FEBF0B","8","84 18 7D 7D 7E 7E FF FF","..}}~~.."
"USB-to-CAN V2 compact  CAN-1","27,168","00:01:10.606","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,169","00:01:10.607","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","27,170","00:01:10.609","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,171","00:01:10.611","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,172","00:01:10.616","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","27,173","00:01:10.619","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
